No.,Time,Tspan(s),G_High,G_Avg,G_Low
47040,2026-05-25 15:44:35:792,1881.487, 117.25,  81.40,  69.08
47041,2026-05-25 15:44:35:831,1881.526, 117.25,  81.40,  69.08
47042,2026-05-25 15:44:35:871,1881.566, 117.25,  81.40,  65.86
47043,2026-05-25 15:44:35:911,1881.605, 117.25,  81.07,  65.86
47044,2026-05-25 15:44:35:951,1881.646, 117.25,  81.07,  65.86
47045,2026-05-25 15:44:35:991,1881.686, 117.25,  81.07,  69.08
47046,2026-05-25 15:44:36:031,1881.726, 117.25,  81.40,  69.08
47047,2026-05-25 15:44:36:071,1881.766, 117.25,  81.40,  69.08
47048,2026-05-25 15:44:36:111,1881.805, 119.74,  81.07,  65.86
47049,2026-05-25 15:44:36:151,1881.846, 117.25,  81.40,  65.86
47050,2026-05-25 15:44:36:191,1881.886, 117.25,  81.07,  65.86
47051,2026-05-25 15:44:36:231,1881.926, 115.02,  80.74,  65.86
47052,2026-05-25 15:44:36:272,1881.966, 117.25,  80.74,  65.86
47053,2026-05-25 15:44:36:312,1882.006, 115.02,  80.74,  65.86
47054,2026-05-25 15:44:36:351,1882.046, 115.02,  81.07,  65.86
47055,2026-05-25 15:44:36:391,1882.086, 115.02,  80.74,  65.86
47056,2026-05-25 15:44:36:431,1882.126, 117.25,  81.07,  65.86
47057,2026-05-25 15:44:36:471,1882.166, 117.25,  81.40,  65.86
47058,2026-05-25 15:44:36:511,1882.206, 119.74,  81.40,  69.08
47059,2026-05-25 15:44:36:551,1882.246, 115.02,  81.40,  65.86
47060,2026-05-25 15:44:36:591,1882.286, 115.02,  81.07,  65.86
47061,2026-05-25 15:44:36:632,1882.326, 115.02,  81.07,  65.86
47062,2026-05-25 15:44:36:671,1882.366, 115.02,  80.74,  65.86
47063,2026-05-25 15:44:36:711,1882.406, 115.02,  80.74,  65.86
47064,2026-05-25 15:44:36:751,1882.446, 117.25,  80.74,  65.86
47065,2026-05-25 15:44:36:791,1882.485, 115.02,  80.74,  65.86
47066,2026-05-25 15:44:36:832,1882.526, 117.25,  80.74,  65.86
47067,2026-05-25 15:44:36:871,1882.566, 115.02,  80.74,  65.86
47068,2026-05-25 15:44:36:911,1882.606, 115.02,  80.74,  65.86
47069,2026-05-25 15:44:36:951,1882.646, 115.02,  80.41,  65.86
47070,2026-05-25 15:44:36:991,1882.686, 115.02,  80.41,  65.86
47071,2026-05-25 15:44:37:031,1882.726, 115.02,  80.08,  62.57
47072,2026-05-25 15:44:37:071,1882.765, 115.02,  80.41,  65.86
47073,2026-05-25 15:44:37:111,1882.806, 115.02,  80.08,  65.86
47074,2026-05-25 15:44:37:151,1882.846, 115.02,  80.08,  65.86
47075,2026-05-25 15:44:37:191,1882.886, 117.25,  80.08,  65.86
47076,2026-05-25 15:44:37:231,1882.926, 115.02,  80.08,  65.86
47077,2026-05-25 15:44:37:271,1882.966, 115.02,  80.41,  65.86
47078,2026-05-25 15:44:37:311,1883.006, 117.25,  80.41,  65.86
47079,2026-05-25 15:44:37:352,1883.047, 115.02,  80.41,  65.86
47080,2026-05-25 15:44:37:391,1883.086, 115.02,  80.08,  62.57
47081,2026-05-25 15:44:37:431,1883.126, 115.02,  80.08,  65.86
47082,2026-05-25 15:44:37:472,1883.166, 115.02,  80.41,  65.86
47083,2026-05-25 15:44:37:512,1883.206, 115.02,  80.08,  65.86
47084,2026-05-25 15:44:37:551,1883.246, 115.02,  80.08,  62.57
47085,2026-05-25 15:44:37:591,1883.286, 115.02,  80.08,  65.86
47086,2026-05-25 15:44:37:631,1883.326, 115.02,  80.08,  65.86
47087,2026-05-25 15:44:37:671,1883.366, 115.02,  80.08,  62.57
47088,2026-05-25 15:44:37:711,1883.406, 117.25,  80.08,  62.57
47089,2026-05-25 15:44:37:751,1883.446, 117.25,  80.08,  65.86
47090,2026-05-25 15:44:37:792,1883.486, 115.02,  80.08,  65.86
47091,2026-05-25 15:44:37:831,1883.526, 115.02,  80.08,  65.86
47092,2026-05-25 15:44:37:872,1883.566, 115.02,  80.08,  65.86
47093,2026-05-25 15:44:37:911,1883.605, 115.02,  80.08,  65.86
47094,2026-05-25 15:44:37:951,1883.646, 115.02,  80.08,  65.86
47095,2026-05-25 15:44:37:991,1883.686, 115.02,  80.41,  62.57
47096,2026-05-25 15:44:38:031,1883.726, 115.02,  80.08,  65.86
47097,2026-05-25 15:44:38:071,1883.765, 115.02,  80.08,  62.57
47098,2026-05-25 15:44:38:111,1883.805, 115.02,  80.08,  65.86
47099,2026-05-25 15:44:38:151,1883.846, 115.02,  80.41,  65.86
47100,2026-05-25 15:44:38:191,1883.886, 115.02,  80.41,  69.08
47101,2026-05-25 15:44:38:231,1883.926, 115.02,  80.74,  65.86
47102,2026-05-25 15:44:38:272,1883.966, 115.02,  80.41,  65.86
47103,2026-05-25 15:44:38:313,1884.007, 115.02,  80.41,  65.86
47104,2026-05-25 15:44:38:352,1884.046, 115.02,  80.41,  65.86
47105,2026-05-25 15:44:38:392,1884.086, 117.25,  80.41,  62.57
47106,2026-05-25 15:44:38:431,1884.126, 115.02,  80.41,  65.86
47107,2026-05-25 15:44:38:471,1884.166, 115.02,  80.08,  65.86
47108,2026-05-25 15:44:38:512,1884.206, 115.02,  80.41,  65.86
47109,2026-05-25 15:44:38:552,1884.246, 115.02,  80.41,  65.86
47110,2026-05-25 15:44:38:591,1884.286, 115.02,  80.41,  62.57
47111,2026-05-25 15:44:38:632,1884.326, 112.49,  80.08,  65.86
47112,2026-05-25 15:44:38:671,1884.366, 115.02,  80.74,  65.86
47113,2026-05-25 15:44:38:711,1884.406, 115.02,  80.74,  65.86
47114,2026-05-25 15:44:38:751,1884.446, 115.02,  80.41,  62.57
47115,2026-05-25 15:44:38:791,1884.486, 117.25,  80.41,  65.86
47116,2026-05-25 15:44:38:831,1884.526, 115.02,  80.41,  65.86
47117,2026-05-25 15:44:38:871,1884.565, 117.25,  80.41,  65.86
47118,2026-05-25 15:44:38:912,1884.606, 117.25,  80.74,  65.86
47119,2026-05-25 15:44:38:951,1884.645, 117.25,  80.41,  65.86
47120,2026-05-25 15:44:38:991,1884.686, 115.02,  80.41,  65.86
47121,2026-05-25 15:44:39:031,1884.725, 115.02,  80.41,  69.08
47122,2026-05-25 15:44:39:071,1884.765, 115.02,  80.41,  65.86
47123,2026-05-25 15:44:39:111,1884.806, 117.25,  80.08,  65.86
47124,2026-05-25 15:44:39:151,1884.846, 115.02,  80.41,  62.57
47125,2026-05-25 15:44:39:191,1884.886, 115.02,  80.41,  65.86
47126,2026-05-25 15:44:39:232,1884.926, 117.25,  80.41,  65.86
47127,2026-05-25 15:44:39:272,1884.966, 115.02,  80.41,  65.86
47128,2026-05-25 15:44:39:311,1885.006, 117.25,  80.41,  62.57
47129,2026-05-25 15:44:39:351,1885.046, 115.02,  80.41,  65.86
47130,2026-05-25 15:44:39:391,1885.086, 115.02,  80.41,  65.86
47131,2026-05-25 15:44:39:432,1885.126, 115.02,  80.41,  65.86
47132,2026-05-25 15:44:39:471,1885.166, 112.49,  80.08,  65.86
47133,2026-05-25 15:44:39:512,1885.206, 115.02,  80.41,  65.86
47134,2026-05-25 15:44:39:551,1885.246, 117.25,  80.41,  65.86
47135,2026-05-25 15:44:39:591,1885.286, 115.02,  80.41,  65.86
47136,2026-05-25 15:44:39:631,1885.326, 117.25,  80.74,  65.86
47137,2026-05-25 15:44:39:671,1885.365, 115.02,  80.41,  65.86
47138,2026-05-25 15:44:39:711,1885.406, 115.02,  80.74,  65.86
47139,2026-05-25 15:44:39:751,1885.446, 117.25,  80.74,  69.08
47140,2026-05-25 15:44:39:792,1885.486, 115.02,  80.74,  69.08
47141,2026-05-25 15:44:39:831,1885.526, 115.02,  81.07,  69.08
47142,2026-05-25 15:44:39:871,1885.566, 115.02,  81.07,  65.86
47143,2026-05-25 15:44:39:911,1885.605, 115.02,  81.07,  65.86
47144,2026-05-25 15:44:39:952,1885.646, 115.02,  81.07,  65.86
47145,2026-05-25 15:44:39:991,1885.686, 115.02,  80.74,  65.86
47146,2026-05-25 15:44:40:031,1885.725, 115.02,  80.74,  69.08
47147,2026-05-25 15:44:40:071,1885.765, 115.02,  81.07,  65.86
47148,2026-05-25 15:44:40:111,1885.806, 115.02,  81.07,  69.08
47149,2026-05-25 15:44:40:151,1885.846, 117.25,  80.74,  65.86
47150,2026-05-25 15:44:40:191,1885.886, 115.02,  80.74,  65.86
47151,2026-05-25 15:44:40:232,1885.926, 115.02,  81.07,  69.08
47152,2026-05-25 15:44:40:272,1885.966, 115.02,  81.07,  65.86
47153,2026-05-25 15:44:40:312,1886.006, 115.02,  80.74,  65.86
47154,2026-05-25 15:44:40:351,1886.046, 115.02,  80.74,  65.86
47155,2026-05-25 15:44:40:391,1886.086, 115.02,  80.41,  65.86
47156,2026-05-25 15:44:40:431,1886.126, 115.02,  80.74,  65.86
47157,2026-05-25 15:44:40:472,1886.167, 115.02,  80.74,  69.08
47158,2026-05-25 15:44:40:512,1886.206, 115.02,  80.41,  65.86
47159,2026-05-25 15:44:40:551,1886.246, 115.02,  80.41,  65.86
47160,2026-05-25 15:44:40:591,1886.286, 115.02,  80.74,  65.86
47161,2026-05-25 15:44:40:631,1886.326, 117.25,  80.74,  65.86
47162,2026-05-25 15:44:40:671,1886.365, 117.25,  80.74,  69.08
47163,2026-05-25 15:44:40:711,1886.406, 115.02,  80.74,  65.86
47164,2026-05-25 15:44:40:751,1886.446, 117.25,  80.74,  62.57
47165,2026-05-25 15:44:40:791,1886.485, 115.02,  80.74,  65.86
47166,2026-05-25 15:44:40:831,1886.526, 117.25,  80.74,  62.57
47167,2026-05-25 15:44:40:871,1886.565, 117.25,  80.41,  65.86
47168,2026-05-25 15:44:40:911,1886.606, 115.02,  80.41,  65.86
47169,2026-05-25 15:44:40:951,1886.645, 115.02,  80.41,  65.86
47170,2026-05-25 15:44:40:992,1886.686, 115.02,  80.74,  65.86
47171,2026-05-25 15:44:41:031,1886.725, 115.02,  80.41,  65.86
47172,2026-05-25 15:44:41:071,1886.766, 115.02,  80.41,  65.86
47173,2026-05-25 15:44:41:111,1886.806, 115.02,  80.41,  65.86
47174,2026-05-25 15:44:41:151,1886.845, 117.25,  80.74,  65.86
47175,2026-05-25 15:44:41:191,1886.886, 115.02,  80.74,  65.86
47176,2026-05-25 15:44:41:231,1886.926, 115.02,  80.74,  65.86
47177,2026-05-25 15:44:41:271,1886.966, 115.02,  80.74,  62.57
47178,2026-05-25 15:44:41:311,1887.006, 115.02,  80.74,  65.86
47179,2026-05-25 15:44:41:355,1887.049, 115.02,  80.74,  65.86
47180,2026-05-25 15:44:41:391,1887.086, 115.02,  80.74,  65.86
47181,2026-05-25 15:44:41:431,1887.126, 115.02,  80.74,  65.86
47182,2026-05-25 15:44:41:471,1887.166, 115.02,  80.74,  65.86
47183,2026-05-25 15:44:41:512,1887.207, 115.02,  81.07,  69.08
47184,2026-05-25 15:44:41:552,1887.246, 115.02,  80.74,  69.08
47185,2026-05-25 15:44:41:591,1887.286, 115.02,  80.74,  65.86
47186,2026-05-25 15:44:41:632,1887.326, 117.25,  80.74,  69.08
47187,2026-05-25 15:44:41:671,1887.366, 112.49,  80.41,  65.86
47188,2026-05-25 15:44:41:711,1887.406, 115.02,  80.41,  65.86
47189,2026-05-25 15:44:41:751,1887.446, 112.49,  80.41,  65.86
47190,2026-05-25 15:44:41:792,1887.486, 117.25,  80.41,  65.86
47191,2026-05-25 15:44:41:831,1887.526, 115.02,  80.41,  65.86
47192,2026-05-25 15:44:41:871,1887.566, 112.49,  80.41,  65.86
47193,2026-05-25 15:44:41:911,1887.606, 117.25,  80.74,  65.86
47194,2026-05-25 15:44:41:951,1887.646, 115.02,  80.74,  65.86
47195,2026-05-25 15:44:41:991,1887.685, 115.02,  80.74,  62.57
47196,2026-05-25 15:44:42:032,1887.726, 112.49,  80.74,  65.86
47197,2026-05-25 15:44:42:071,1887.765, 112.49,  80.74,  65.86
47198,2026-05-25 15:44:42:111,1887.805, 112.49,  80.41,  65.86
47199,2026-05-25 15:44:42:151,1887.845, 115.02,  80.41,  65.86
47200,2026-05-25 15:44:42:191,1887.885, 112.49,  80.41,  65.86
47201,2026-05-25 15:44:42:231,1887.926, 112.49,  80.41,  65.86
47202,2026-05-25 15:44:42:272,1887.966, 115.02,  80.74,  65.86
47203,2026-05-25 15:44:42:312,1888.007, 112.49,  80.74,  65.86
47204,2026-05-25 15:44:42:352,1888.046, 112.49,  80.41,  65.86
47205,2026-05-25 15:44:42:391,1888.086, 112.49,  80.41,  62.57
47206,2026-05-25 15:44:42:431,1888.126, 112.49,  80.41,  65.86
47207,2026-05-25 15:44:42:471,1888.166, 112.49,  80.41,  65.86
47208,2026-05-25 15:44:42:511,1888.206, 115.02,  80.74,  69.08
47209,2026-05-25 15:44:42:552,1888.246, 115.02,  80.74,  65.86
47210,2026-05-25 15:44:42:591,1888.286, 115.02,  80.74,  65.86
47211,2026-05-25 15:44:42:632,1888.326, 112.49,  80.74,  65.86
47212,2026-05-25 15:44:42:671,1888.366, 117.25,  81.07,  65.86
47213,2026-05-25 15:44:42:711,1888.406, 117.25,  81.07,  65.86
47214,2026-05-25 15:44:42:751,1888.446, 115.02,  81.07,  65.86
47215,2026-05-25 15:44:42:791,1888.485, 115.02,  81.07,  69.08
47216,2026-05-25 15:44:42:831,1888.525, 117.25,  81.07,  65.86
47217,2026-05-25 15:44:42:871,1888.565, 115.02,  81.07,  65.86
47218,2026-05-25 15:44:42:911,1888.605, 117.25,  80.74,  65.86
47219,2026-05-25 15:44:42:951,1888.645, 115.02,  80.74,  69.08
47220,2026-05-25 15:44:42:991,1888.686, 112.49,  80.74,  65.86
47221,2026-05-25 15:44:43:031,1888.725, 112.49,  80.41,  65.86
47222,2026-05-25 15:44:43:072,1888.766, 112.49,  80.74,  65.86
47223,2026-05-25 15:44:43:111,1888.805, 115.02,  80.74,  69.08
47224,2026-05-25 15:44:43:151,1888.846, 115.02,  81.07,  65.86
47225,2026-05-25 15:44:43:191,1888.886, 117.25,  81.07,  65.86
47226,2026-05-25 15:44:43:232,1888.926, 117.25,  80.74,  69.08
47227,2026-05-25 15:44:43:272,1888.966, 117.25,  80.74,  65.86
47228,2026-05-25 15:44:43:311,1889.006, 115.02,  80.74,  65.86
47229,2026-05-25 15:44:43:351,1889.046, 115.02,  80.74,  69.08
47230,2026-05-25 15:44:43:392,1889.086, 112.49,  81.07,  69.08
47231,2026-05-25 15:44:43:431,1889.126, 112.49,  80.74,  69.08
47232,2026-05-25 15:44:43:471,1889.166, 112.49,  80.74,  65.86
47233,2026-05-25 15:44:43:511,1889.206, 112.49,  80.74,  65.86
47234,2026-05-25 15:44:43:551,1889.246, 112.49,  80.74,  65.86
47235,2026-05-25 15:44:43:592,1889.286, 112.49,  80.74,  65.86
47236,2026-05-25 15:44:43:631,1889.326, 112.49,  80.41,  65.86
47237,2026-05-25 15:44:43:671,1889.365, 117.25,  80.74,  65.86
47238,2026-05-25 15:44:43:711,1889.406, 115.02,  81.07,  65.86
47239,2026-05-25 15:44:43:751,1889.445, 112.49,  81.07,  69.08
47240,2026-05-25 15:44:43:792,1889.486, 112.49,  81.07,  65.86
47241,2026-05-25 15:44:43:831,1889.526, 115.02,  80.74,  65.86
47242,2026-05-25 15:44:43:871,1889.565, 115.02,  80.74,  65.86
47243,2026-05-25 15:44:43:911,1889.605, 112.49,  80.74,  65.86
47244,2026-05-25 15:44:43:951,1889.645, 112.49,  80.74,  65.86
47245,2026-05-25 15:44:43:991,1889.685, 112.49,  80.74,  69.08
47246,2026-05-25 15:44:44:031,1889.725, 115.02,  81.07,  69.08
47247,2026-05-25 15:44:44:071,1889.765, 112.49,  81.07,  65.86
47248,2026-05-25 15:44:44:112,1889.806, 112.49,  81.07,  65.86
47249,2026-05-25 15:44:44:151,1889.846, 112.49,  81.07,  65.86
47250,2026-05-25 15:44:44:191,1889.885, 112.49,  81.07,  65.86
47251,2026-05-25 15:44:44:232,1889.926, 112.49,  80.74,  65.86
47252,2026-05-25 15:44:44:272,1889.966, 117.25,  80.74,  65.86
47253,2026-05-25 15:44:44:311,1890.006, 112.49,  80.74,  65.86
47254,2026-05-25 15:44:44:351,1890.046, 117.25,  80.74,  65.86
47255,2026-05-25 15:44:44:391,1890.086, 112.49,  80.74,  65.86
47256,2026-05-25 15:44:44:431,1890.126, 112.49,  80.74,  65.86
47257,2026-05-25 15:44:44:471,1890.166, 112.49,  80.74,  65.86
47258,2026-05-25 15:44:44:511,1890.206, 112.49,  81.07,  65.86
47259,2026-05-25 15:44:44:551,1890.246, 112.49,  80.74,  69.08
47260,2026-05-25 15:44:44:591,1890.286, 112.49,  80.74,  65.86
47261,2026-05-25 15:44:44:632,1890.326, 112.49,  80.41,  65.86
47262,2026-05-25 15:44:44:671,1890.365, 112.49,  80.74,  65.86
47263,2026-05-25 15:44:44:711,1890.405, 112.49,  80.74,  65.86
47264,2026-05-25 15:44:44:751,1890.445, 112.49,  80.74,  65.86
47265,2026-05-25 15:44:44:791,1890.486, 112.49,  80.74,  65.86
47266,2026-05-25 15:44:44:831,1890.526, 112.49,  80.74,  69.08
47267,2026-05-25 15:44:44:871,1890.565, 112.49,  80.74,  65.86
47268,2026-05-25 15:44:44:911,1890.605, 112.49,  80.74,  65.86
47269,2026-05-25 15:44:44:951,1890.645, 112.49,  80.41,  65.86
47270,2026-05-25 15:44:44:991,1890.685, 112.49,  80.41,  69.08
47271,2026-05-25 15:44:45:031,1890.725, 112.49,  80.74,  65.86
47272,2026-05-25 15:44:45:071,1890.765, 112.49,  80.41,  65.86
47273,2026-05-25 15:44:45:111,1890.805, 112.49,  80.41,  65.86
47274,2026-05-25 15:44:45:152,1890.846, 112.49,  80.74,  65.86
47275,2026-05-25 15:44:45:191,1890.885, 112.49,  80.41,  65.86
47276,2026-05-25 15:44:45:231,1890.926, 112.49,  80.41,  65.86
47277,2026-05-25 15:44:45:271,1890.966, 112.49,  80.41,  69.08
47278,2026-05-25 15:44:45:312,1891.007, 112.49,  80.41,  65.86
47279,2026-05-25 15:44:45:352,1891.046, 112.49,  80.41,  65.86
47280,2026-05-25 15:44:45:391,1891.086, 112.49,  80.41,  69.08
47281,2026-05-25 15:44:45:431,1891.126, 112.49,  80.41,  65.86
47282,2026-05-25 15:44:45:471,1891.166, 112.49,  80.74,  65.86
47283,2026-05-25 15:44:45:511,1891.206, 112.49,  80.74,  65.86
47284,2026-05-25 15:44:45:551,1891.246, 112.49,  80.74,  65.86
47285,2026-05-25 15:44:45:591,1891.286, 112.49,  80.74,  65.86
47286,2026-05-25 15:44:45:631,1891.326, 112.49,  80.74,  65.86
47287,2026-05-25 15:44:45:672,1891.366, 112.49,  80.74,  65.86
47288,2026-05-25 15:44:45:711,1891.406, 112.49,  80.41,  65.86
47289,2026-05-25 15:44:45:751,1891.445, 112.49,  80.41,  65.86
47290,2026-05-25 15:44:45:791,1891.486, 112.49,  80.41,  65.86
47291,2026-05-25 15:44:45:831,1891.526, 112.49,  80.41,  65.86
47292,2026-05-25 15:44:45:871,1891.565, 112.49,  80.41,  65.86
47293,2026-05-25 15:44:45:911,1891.605, 112.49,  80.41,  65.86
47294,2026-05-25 15:44:45:951,1891.645, 112.49,  80.74,  65.86
47295,2026-05-25 15:44:45:991,1891.685, 112.49,  80.41,  65.86
47296,2026-05-25 15:44:46:031,1891.725, 112.49,  80.74,  65.86
47297,2026-05-25 15:44:46:071,1891.765, 112.49,  80.74,  65.86
47298,2026-05-25 15:44:46:111,1891.805, 112.49,  80.41,  65.86
47299,2026-05-25 15:44:46:151,1891.845, 112.49,  80.41,  65.86
47300,2026-05-25 15:44:46:192,1891.886, 112.49,  80.41,  65.86
47301,2026-05-25 15:44:46:232,1891.926, 112.49,  80.41,  65.86
47302,2026-05-25 15:44:46:272,1891.966, 112.49,  80.74,  65.86
47303,2026-05-25 15:44:46:311,1892.006, 112.49,  80.74,  65.86
47304,2026-05-25 15:44:46:351,1892.046, 112.49,  80.41,  65.86
47305,2026-05-25 15:44:46:391,1892.086, 112.49,  80.41,  62.57
47306,2026-05-25 15:44:46:431,1892.126, 112.49,  80.74,  65.86
47307,2026-05-25 15:44:46:471,1892.166, 112.49,  80.41,  69.08
47308,2026-05-25 15:44:46:511,1892.206, 112.49,  80.41,  65.86
47309,2026-05-25 15:44:46:551,1892.246, 112.49,  80.74,  65.86
47310,2026-05-25 15:44:46:591,1892.286, 112.49,  80.74,  69.08
47311,2026-05-25 15:44:46:632,1892.326, 112.49,  80.74,  65.86
47312,2026-05-25 15:44:46:671,1892.366, 112.49,  80.74,  65.86
47313,2026-05-25 15:44:46:712,1892.406, 112.49,  80.74,  65.86
47314,2026-05-25 15:44:46:751,1892.445, 112.49,  80.74,  65.86
47315,2026-05-25 15:44:46:791,1892.485, 112.49,  80.74,  65.86
47316,2026-05-25 15:44:46:831,1892.525, 112.49,  80.74,  65.86
47317,2026-05-25 15:44:46:871,1892.565, 112.49,  80.74,  65.86
47318,2026-05-25 15:44:46:911,1892.605, 112.49,  80.74,  65.86
47319,2026-05-25 15:44:46:951,1892.645, 112.49,  81.07,  69.08
47320,2026-05-25 15:44:46:991,1892.685, 112.49,  81.07,  65.86
47321,2026-05-25 15:44:47:031,1892.725, 112.49,  81.07,  69.08
47322,2026-05-25 15:44:47:071,1892.765, 112.49,  81.07,  65.86
47323,2026-05-25 15:44:47:111,1892.805, 112.49,  81.40,  69.08
47324,2026-05-25 15:44:47:151,1892.846, 112.49,  81.07,  69.08
47325,2026-05-25 15:44:47:191,1892.885, 112.49,  81.07,  69.08
47326,2026-05-25 15:44:47:233,1892.927, 112.49,  80.74,  65.86
47327,2026-05-25 15:44:47:272,1892.966, 112.49,  81.07,  65.86
47328,2026-05-25 15:44:47:311,1893.006, 112.49,  80.74,  65.86
47329,2026-05-25 15:44:47:351,1893.046, 112.49,  81.07,  65.86
47330,2026-05-25 15:44:47:391,1893.086, 112.49,  81.07,  65.86
47331,2026-05-25 15:44:47:431,1893.126, 112.49,  81.40,  65.86
47332,2026-05-25 15:44:47:471,1893.166, 112.49,  81.07,  65.86
47333,2026-05-25 15:44:47:511,1893.206, 112.49,  81.07,  69.08
47334,2026-05-25 15:44:47:551,1893.246, 112.49,  80.74,  69.08
47335,2026-05-25 15:44:47:591,1893.286, 112.49,  80.74,  65.86
47336,2026-05-25 15:44:47:631,1893.325, 112.49,  81.07,  65.86
47337,2026-05-25 15:44:47:671,1893.365, 112.49,  81.07,  69.08
47338,2026-05-25 15:44:47:711,1893.405, 117.25,  81.40,  69.08
47339,2026-05-25 15:44:47:752,1893.446, 112.49,  81.07,  65.86
47340,2026-05-25 15:44:47:791,1893.486, 112.49,  80.74,  65.86
47341,2026-05-25 15:44:47:831,1893.526, 112.49,  80.74,  65.86
47342,2026-05-25 15:44:47:871,1893.565, 112.49,  80.74,  65.86
47343,2026-05-25 15:44:47:911,1893.605, 112.49,  81.07,  65.86
47344,2026-05-25 15:44:47:951,1893.645, 112.49,  81.07,  65.86
47345,2026-05-25 15:44:47:991,1893.685, 112.49,  81.07,  69.08
47346,2026-05-25 15:44:48:031,1893.725, 112.49,  80.74,  65.86
47347,2026-05-25 15:44:48:071,1893.765, 112.49,  81.07,  65.86
47348,2026-05-25 15:44:48:111,1893.805, 112.49,  81.40,  69.08
47349,2026-05-25 15:44:48:151,1893.845, 112.49,  81.07,  69.08
47350,2026-05-25 15:44:48:191,1893.885, 115.02,  81.40,  69.08
47351,2026-05-25 15:44:48:231,1893.925, 112.49,  81.07,  69.08
47352,2026-05-25 15:44:48:272,1893.967, 112.49,  81.07,  69.08
47353,2026-05-25 15:44:48:312,1894.007, 112.49,  81.07,  65.86
47354,2026-05-25 15:44:48:352,1894.046, 112.49,  81.07,  65.86
47355,2026-05-25 15:44:48:391,1894.086, 112.49,  80.74,  65.86
47356,2026-05-25 15:44:48:431,1894.126, 112.49,  81.07,  65.86
47357,2026-05-25 15:44:48:471,1894.166, 112.49,  81.07,  65.86
47358,2026-05-25 15:44:48:511,1894.206, 112.49,  80.74,  65.86
47359,2026-05-25 15:44:48:551,1894.246, 112.49,  80.74,  65.86
47360,2026-05-25 15:44:48:591,1894.286, 112.49,  80.74,  65.86
47361,2026-05-25 15:44:48:631,1894.326, 112.49,  80.74,  65.86
47362,2026-05-25 15:44:48:671,1894.366, 112.49,  80.74,  65.86
47363,2026-05-25 15:44:48:711,1894.406, 112.49,  81.07,  69.08
47364,2026-05-25 15:44:48:751,1894.445, 112.49,  81.40,  69.08
47365,2026-05-25 15:44:48:792,1894.486, 112.49,  81.07,  65.86
47366,2026-05-25 15:44:48:831,1894.526, 112.49,  81.07,  65.86
47367,2026-05-25 15:44:48:871,1894.565, 112.49,  81.07,  65.86
47368,2026-05-25 15:44:48:911,1894.605, 112.49,  80.74,  65.86
47369,2026-05-25 15:44:48:951,1894.645, 112.49,  80.74,  65.86
47370,2026-05-25 15:44:48:991,1894.685, 112.49,  80.74,  65.86
47371,2026-05-25 15:44:49:031,1894.725, 112.49,  80.74,  69.08
47372,2026-05-25 15:44:49:071,1894.765, 112.49,  81.07,  65.86
47373,2026-05-25 15:44:49:111,1894.805, 112.49,  81.07,  65.86
47374,2026-05-25 15:44:49:151,1894.845, 112.49,  80.74,  69.08
47375,2026-05-25 15:44:49:191,1894.885, 112.49,  81.07,  65.86
47376,2026-05-25 15:44:49:232,1894.926, 112.49,  81.40,  69.08
47377,2026-05-25 15:44:49:272,1894.966, 112.49,  81.07,  65.86
47378,2026-05-25 15:44:49:312,1895.006, 112.49,  80.74,  65.86
47379,2026-05-25 15:44:49:353,1895.048, 112.49,  81.07,  69.08
47380,2026-05-25 15:44:49:391,1895.086, 112.49,  81.07,  69.08
47381,2026-05-25 15:44:49:431,1895.126, 112.49,  81.07,  65.86
47382,2026-05-25 15:44:49:471,1895.166, 112.49,  81.07,  69.08
47383,2026-05-25 15:44:49:511,1895.206, 112.49,  81.07,  69.08
47384,2026-05-25 15:44:49:551,1895.246, 112.49,  81.07,  65.86
47385,2026-05-25 15:44:49:591,1895.286, 112.49,  81.40,  69.08
47386,2026-05-25 15:44:49:631,1895.325, 112.49,  81.40,  69.08
47387,2026-05-25 15:44:49:671,1895.365, 112.49,  81.07,  69.08
47388,2026-05-25 15:44:49:711,1895.405, 112.49,  81.07,  69.08
47389,2026-05-25 15:44:49:751,1895.445, 112.49,  81.07,  69.08
47390,2026-05-25 15:44:49:792,1895.486, 112.49,  80.74,  65.86
47391,2026-05-25 15:44:49:832,1895.526, 112.49,  80.74,  65.86
47392,2026-05-25 15:44:49:871,1895.565, 112.49,  81.07,  65.86
47393,2026-05-25 15:44:49:911,1895.605, 112.49,  80.74,  65.86
47394,2026-05-25 15:44:49:951,1895.645, 112.49,  80.74,  62.57
47395,2026-05-25 15:44:49:991,1895.686, 112.49,  80.74,  65.86
47396,2026-05-25 15:44:50:031,1895.725, 112.49,  81.07,  65.86
47397,2026-05-25 15:44:50:071,1895.765, 112.49,  81.07,  65.86
47398,2026-05-25 15:44:50:111,1895.805, 112.49,  80.74,  69.08
47399,2026-05-25 15:44:50:151,1895.845, 112.49,  80.74,  65.86
47400,2026-05-25 15:44:50:191,1895.885, 112.49,  81.07,  69.08
47401,2026-05-25 15:44:50:231,1895.926, 112.49,  80.74,  65.86
47402,2026-05-25 15:44:50:272,1895.966, 112.49,  80.74,  65.86
47403,2026-05-25 15:44:50:311,1896.005, 112.49,  80.74,  65.86
47404,2026-05-25 15:44:50:352,1896.046, 112.49,  81.07,  69.08
47405,2026-05-25 15:44:50:391,1896.085, 112.49,  81.40,  69.08
47406,2026-05-25 15:44:50:431,1896.125, 112.49,  81.40,  69.08
